Mod:Item:MetaData, Localized Name
gregtech:gt.meta.crushedPurified:9210, oredict.crushedPurifiedBromargyrite.name
gregtech:gt.meta.crushedPurified:9211, oredict.crushedPurifiedSmithsonite.name
gregtech:gt.meta.crushedPurified:9212, oredict.crushedPurifiedSperrylite.name
gregtech:gt.meta.crushedPurified:9213, oredict.crushedPurifiedKesterite.name
gregtech:gt.meta.crushedPurified:9214, oredict.crushedPurifiedStannite.name
gregtech:gt.meta.crushedPurified:9780, oredict.crushedPurifiedCheese.name
gregtech:gt.meta.crushedPurified:9851, oredict.crushedPurifiedOilsands.name
gregtech:gt.meta.crushedPurified:9852, oredict.crushedPurifiedCrudeOil.name
gregtech:gt.meta.crushedPurifiedTiny:30, oredict.crushedPurifiedTinyLithium.name
gregtech:gt.meta.crushedPurifiedTiny:31, oredict.crushedPurifiedTinyLithium6.name
gregtech:gt.meta.crushedPurifiedTiny:40, oredict.crushedPurifiedTinyBeryllium.name
gregtech:gt.meta.crushedPurifiedTiny:50, oredict.crushedPurifiedTinyBoron.name
gregtech:gt.meta.crushedPurifiedTiny:60, oredict.crushedPurifiedTinyCarbon.name
gregtech:gt.meta.crushedPurifiedTiny:61, oredict.crushedPurifiedTinyCarbon13.name
gregtech:gt.meta.crushedPurifiedTiny:62, oredict.crushedPurifiedTinyCarbon14.name
gregtech:gt.meta.crushedPurifiedTiny:90, oredict.crushedPurifiedTinyFluorine.name
gregtech:gt.meta.crushedPurifiedTiny:110, oredict.crushedPurifiedTinySodium.name
gregtech:gt.meta.crushedPurifiedTiny:120, oredict.crushedPurifiedTinyMagnesium.name
gregtech:gt.meta.crushedPurifiedTiny:130, oredict.crushedPurifiedTinyAluminium.name
gregtech:gt.meta.crushedPurifiedTiny:140, oredict.crushedPurifiedTinySilicon.name
gregtech:gt.meta.crushedPurifiedTiny:150, oredict.crushedPurifiedTinyPhosphor.name
gregtech:gt.meta.crushedPurifiedTiny:160, oredict.crushedPurifiedTinySulfur.name
gregtech:gt.meta.crushedPurifiedTiny:170, oredict.crushedPurifiedTinyChlorine.name
gregtech:gt.meta.crushedPurifiedTiny:190, oredict.crushedPurifiedTinyPotassium.name
gregtech:gt.meta.crushedPurifiedTiny:200, oredict.crushedPurifiedTinyCalcium.name
gregtech:gt.meta.crushedPurifiedTiny:220, oredict.crushedPurifiedTinyTitanium.name
gregtech:gt.meta.crushedPurifiedTiny:230, oredict.crushedPurifiedTinyVanadium.name
gregtech:gt.meta.crushedPurifiedTiny:240, oredict.crushedPurifiedTinyChromium.name
gregtech:gt.meta.crushedPurifiedTiny:250, oredict.crushedPurifiedTinyManganese.name
gregtech:gt.meta.crushedPurifiedTiny:260, oredict.crushedPurifiedTinyIron.name
gregtech:gt.meta.crushedPurifiedTiny:270, oredict.crushedPurifiedTinyCobalt.name
gregtech:gt.meta.crushedPurifiedTiny:278, oredict.crushedPurifiedTinyCobalt60.name
gregtech:gt.meta.crushedPurifiedTiny:280, oredict.crushedPurifiedTinyNickel.name
gregtech:gt.meta.crushedPurifiedTiny:290, oredict.crushedPurifiedTinyCopper.name
gregtech:gt.meta.crushedPurifiedTiny:300, oredict.crushedPurifiedTinyZinc.name
gregtech:gt.meta.crushedPurifiedTiny:310, oredict.crushedPurifiedTinyGallium.name
gregtech:gt.meta.crushedPurifiedTiny:350, oredict.crushedPurifiedTinyBromine.name
gregtech:gt.meta.crushedPurifiedTiny:370, oredict.crushedPurifiedTinyRubidium.name
gregtech:gt.meta.crushedPurifiedTiny:380, oredict.crushedPurifiedTinyStrontium.name
gregtech:gt.meta.crushedPurifiedTiny:390, oredict.crushedPurifiedTinyYttrium.name
gregtech:gt.meta.crushedPurifiedTiny:400, oredict.crushedPurifiedTinyZirconium.name
gregtech:gt.meta.crushedPurifiedTiny:410, oredict.crushedPurifiedTinyNiobium.name
gregtech:gt.meta.crushedPurifiedTiny:420, oredict.crushedPurifiedTinyMolybdenum.name
gregtech:gt.meta.crushedPurifiedTiny:440, oredict.crushedPurifiedTinyRuthenium.name
gregtech:gt.meta.crushedPurifiedTiny:450, oredict.crushedPurifiedTinyRhodium.name
gregtech:gt.meta.crushedPurifiedTiny:460, oredict.crushedPurifiedTinyPalladium.name
gregtech:gt.meta.crushedPurifiedTiny:470, oredict.crushedPurifiedTinySilver.name
gregtech:gt.meta.crushedPurifiedTiny:480, oredict.crushedPurifiedTinyCadmium.name
gregtech:gt.meta.crushedPurifiedTiny:490, oredict.crushedPurifiedTinyIndium.name
gregtech:gt.meta.crushedPurifiedTiny:500, oredict.crushedPurifiedTinyTin.name
gregtech:gt.meta.crushedPurifiedTiny:510, oredict.crushedPurifiedTinyAntimony.name
gregtech:gt.meta.crushedPurifiedTiny:530, oredict.crushedPurifiedTinyIodine.name
gregtech:gt.meta.crushedPurifiedTiny:600, oredict.crushedPurifiedTinyNeodymium.name
gregtech:gt.meta.crushedPurifiedTiny:720, oredict.crushedPurifiedTinyHafnium.name
gregtech:gt.meta.crushedPurifiedTiny:730, oredict.crushedPurifiedTinyTantalum.name
gregtech:gt.meta.crushedPurifiedTiny:740, oredict.crushedPurifiedTinyTungsten.name
gregtech:gt.meta.crushedPurifiedTiny:750, oredict.crushedPurifiedTinyRhenium.name
gregtech:gt.meta.crushedPurifiedTiny:760, oredict.crushedPurifiedTinyOsmium.name
gregtech:gt.meta.crushedPurifiedTiny:770, oredict.crushedPurifiedTinyIridium.name
gregtech:gt.meta.crushedPurifiedTiny:780, oredict.crushedPurifiedTinyPlatinum.name
gregtech:gt.meta.crushedPurifiedTiny:790, oredict.crushedPurifiedTinyGold.name
gregtech:gt.meta.crushedPurifiedTiny:800, oredict.crushedPurifiedTinyMercury.name
gregtech:gt.meta.crushedPurifiedTiny:820, oredict.crushedPurifiedTinyLead.name
gregtech:gt.meta.crushedPurifiedTiny:830, oredict.crushedPurifiedTinyBismuth.name
gregtech:gt.meta.crushedPurifiedTiny:880, oredict.crushedPurifiedTinyRadium.name
gregtech:gt.meta.crushedPurifiedTiny:900, oredict.crushedPurifiedTinyThorium.name
gregtech:gt.meta.crushedPurifiedTiny:920, oredict.crushedPurifiedTinyUranium.name
gregtech:gt.meta.crushedPurifiedTiny:921, oredict.crushedPurifiedTinyUranium235.name
gregtech:gt.meta.crushedPurifiedTiny:940, oredict.crushedPurifiedTinyPlutonium.name
gregtech:gt.meta.crushedPurifiedTiny:943, oredict.crushedPurifiedTinyPlutonium241.name
gregtech:gt.meta.crushedPurifiedTiny:945, oredict.crushedPurifiedTinyPlutonium243.name
gregtech:gt.meta.crushedPurifiedTiny:950, oredict.crushedPurifiedTinyAmericium.name
gregtech:gt.meta.crushedPurifiedTiny:951, oredict.crushedPurifiedTinyAmericium241.name
gregtech:gt.meta.crushedPurifiedTiny:1250, oredict.crushedPurifiedTinyTritaniumElemental.name
gregtech:gt.meta.crushedPurifiedTiny:1260, oredict.crushedPurifiedTinyTrinium.name
gregtech:gt.meta.crushedPurifiedTiny:1450, oredict.crushedPurifiedTinyDuraniumElemental.name
gregtech:gt.meta.crushedPurifiedTiny:1520, oredict.crushedPurifiedTinyVibranium.name
gregtech:gt.meta.crushedPurifiedTiny:1740, oredict.crushedPurifiedTinyNaquadah.name
gregtech:gt.meta.crushedPurifiedTiny:1741, oredict.crushedPurifiedTinyNaquadahEnriched.name
gregtech:gt.meta.crushedPurifiedTiny:1742, oredict.crushedPurifiedTinyNaquadria.name
gregtech:gt.meta.crushedPurifiedTiny:2220, oredict.crushedPurifiedTinyAdamantium.name
gregtech:gt.meta.crushedPurifiedTiny:8102, oredict.crushedPurifiedTinySluiceSand.name
gregtech:gt.meta.crushedPurifiedTiny:8103, oredict.crushedPurifiedTinyPlatinumGroupSludge.name
gregtech:gt.meta.crushedPurifiedTiny:8203, oredict.crushedPurifiedTinyRockSalt.name
gregtech:gt.meta.crushedPurifiedTiny:8204, oredict.crushedPurifiedTinySalt.name
gregtech:gt.meta.crushedPurifiedTiny:8205, oredict.crushedPurifiedTinySaltpeter.name
gregtech:gt.meta.crushedPurifiedTiny:8206, oredict.crushedPurifiedTinyNiter.name
gregtech:gt.meta.crushedPurifiedTiny:8207, oredict.crushedPurifiedTinyPhosphate.name
gregtech:gt.meta.crushedPurifiedTiny:8208, oredict.crushedPurifiedTinyPhosphorus.name
gregtech:gt.meta.crushedPurifiedTiny:8209, oredict.crushedPurifiedTinyApatite.name
gregtech:gt.meta.crushedPurifiedTiny:8226, oredict.crushedPurifiedTinyPhosphorite.name
gregtech:gt.meta.crushedPurifiedTiny:8242, oredict.crushedPurifiedTinyIodineSalt.name
gregtech:gt.meta.crushedPurifiedTiny:8243, oredict.crushedPurifiedTinySilverIodide.name
gregtech:gt.meta.crushedPurifiedTiny:8300, oredict.crushedPurifiedTinyDiamond.name
gregtech:gt.meta.crushedPurifiedTiny:8301, oredict.crushedPurifiedTinyEmerald.name
gregtech:gt.meta.crushedPurifiedTiny:8302, oredict.crushedPurifiedTinyRuby.name
gregtech:gt.meta.crushedPurifiedTiny:8303, oredict.crushedPurifiedTinyBalasRuby.name
gregtech:gt.meta.crushedPurifiedTiny:8304, oredict.crushedPurifiedTinySapphire.name
gregtech:gt.meta.crushedPurifiedTiny:8305, oredict.crushedPurifiedTinyGreenSapphire.name
gregtech:gt.meta.crushedPurifiedTiny:8306, oredict.crushedPurifiedTinyTopaz.name
gregtech:gt.meta.crushedPurifiedTiny:8307, oredict.crushedPurifiedTinyBlueTopaz.name
gregtech:gt.meta.crushedPurifiedTiny:8308, oredict.crushedPurifiedTinyTanzanite.name
gregtech:gt.meta.crushedPurifiedTiny:8309, oredict.crushedPurifiedTinyJasper.name
gregtech:gt.meta.crushedPurifiedTiny:8310, oredict.crushedPurifiedTinyAmber.name
gregtech:gt.meta.crushedPurifiedTiny:8311, oredict.crushedPurifiedTinyOlivine.name
gregtech:gt.meta.crushedPurifiedTiny:8312, oredict.crushedPurifiedTinyOpal.name
gregtech:gt.meta.crushedPurifiedTiny:8313, oredict.crushedPurifiedTinyAmethyst.name
gregtech:gt.meta.crushedPurifiedTiny:8314, oredict.crushedPurifiedTinyOrangeSapphire.name
gregtech:gt.meta.crushedPurifiedTiny:8315, oredict.crushedPurifiedTinyYellowSapphire.name
gregtech:gt.meta.crushedPurifiedTiny:8316, oredict.crushedPurifiedTinyVinteum.name
gregtech:gt.meta.crushedPurifiedTiny:8317, oredict.crushedPurifiedTinyDilithium.name
gregtech:gt.meta.crushedPurifiedTiny:8321, oredict.crushedPurifiedTinyJade.name
gregtech:gt.meta.crushedPurifiedTiny:8322, oredict.crushedPurifiedTinyCraponite.name
gregtech:gt.meta.crushedPurifiedTiny:8323, oredict.crushedPurifiedTinyAquamarine.name
gregtech:gt.meta.crushedPurifiedTiny:8324, oredict.crushedPurifiedTinyMorganite.name
gregtech:gt.meta.crushedPurifiedTiny:8325, oredict.crushedPurifiedTinyDioptase.name
gregtech:gt.meta.crushedPurifiedTiny:8326, oredict.crushedPurifiedTinySpinel.name
gregtech:gt.meta.crushedPurifiedTiny:8328, oredict.crushedPurifiedTinyBlueSapphire.name
gregtech:gt.meta.crushedPurifiedTiny:8330, oredict.crushedPurifiedTinyLazurite.name
gregtech:gt.meta.crushedPurifiedTiny:8331, oredict.crushedPurifiedTinySodalite.name
gregtech:gt.meta.crushedPurifiedTiny:8332, oredict.crushedPurifiedTinyLapis.name
gregtech:gt.meta.crushedPurifiedTiny:8333, oredict.crushedPurifiedTinyRedstone.name
gregtech:gt.meta.crushedPurifiedTiny:8334, oredict.crushedPurifiedTinyCoal.name
gregtech:gt.meta.crushedPurifiedTiny:8337, oredict.crushedPurifiedTinyLignite.name
gregtech:gt.meta.crushedPurifiedTiny:8338, oredict.crushedPurifiedTinyMonazite.name
gregtech:gt.meta.crushedPurifiedTiny:8339, oredict.crushedPurifiedTinyTeslatite.name
gregtech:gt.meta.crushedPurifiedTiny:8340, oredict.crushedPurifiedTinyNikolite.name
gregtech:gt.meta.crushedPurifiedTiny:8341, oredict.crushedPurifiedTinyGlowstone.name
gregtech:gt.meta.crushedPurifiedTiny:8342, oredict.crushedPurifiedTinyFirestone.name
gregtech:gt.meta.crushedPurifiedTiny:8343, oredict.crushedPurifiedTinyForce.name
gregtech:gt.meta.crushedPurifiedTiny:8344, oredict.crushedPurifiedTinyForcicium.name
gregtech:gt.meta.crushedPurifiedTiny:8345, oredict.crushedPurifiedTinyForcillium.name
gregtech:gt.meta.crushedPurifiedTiny:8346, oredict.crushedPurifiedTinyNetherQuartz.name
gregtech:gt.meta.crushedPurifiedTiny:8347, oredict.crushedPurifiedTinyCertusQuartz.name
gregtech:gt.meta.crushedPurifiedTiny:8348, oredict.crushedPurifiedTinyChargedCertusQuartz.name
gregtech:gt.meta.crushedPurifiedTiny:8352, oredict.crushedPurifiedTinyInfusedAir.name
gregtech:gt.meta.crushedPurifiedTiny:8353, oredict.crushedPurifiedTinyInfusedFire.name
gregtech:gt.meta.crushedPurifiedTiny:8354, oredict.crushedPurifiedTinyInfusedEarth.name
gregtech:gt.meta.crushedPurifiedTiny:8355, oredict.crushedPurifiedTinyInfusedWater.name
gregtech:gt.meta.crushedPurifiedTiny:8356, oredict.crushedPurifiedTinyInfusedEntropy.name
gregtech:gt.meta.crushedPurifiedTiny:8357, oredict.crushedPurifiedTinyInfusedOrder.name
gregtech:gt.meta.crushedPurifiedTiny:8359, oredict.crushedPurifiedTinyElectrotine.name
gregtech:gt.meta.crushedPurifiedTiny:8362, oredict.crushedPurifiedTinyAnthracite.name
gregtech:gt.meta.crushedPurifiedTiny:8363, oredict.crushedPurifiedTinyPrismane.name
gregtech:gt.meta.crushedPurifiedTiny:8364, oredict.crushedPurifiedTinyLonsdaleite.name
gregtech:gt.meta.crushedPurifiedTiny:8600, oredict.crushedPurifiedTinyElectrum.name
gregtech:gt.meta.crushedPurifiedTiny:8630, oredict.crushedPurifiedTinySteel.name
gregtech:gt.meta.crushedPurifiedTiny:8641, oredict.crushedPurifiedTinyDeepIron.name
gregtech:gt.meta.crushedPurifiedTiny:8642, oredict.crushedPurifiedTinyPigIron.name
gregtech:gt.meta.crushedPurifiedTiny:8648, oredict.crushedPurifiedTinyDarkIron.name
gregtech:gt.meta.crushedPurifiedTiny:8649, oredict.crushedPurifiedTinyMeteoricIron.name
gregtech:gt.meta.crushedPurifiedTiny:8670, oredict.crushedPurifiedTinyShadowIron.name
gregtech:gt.meta.crushedPurifiedTiny:8676, oredict.crushedPurifiedTinyAstralSilver.name
gregtech:gt.meta.crushedPurifiedTiny:8677, oredict.crushedPurifiedTinyMidasium.name
gregtech:gt.meta.crushedPurifiedTiny:8678, oredict.crushedPurifiedTinyMithril.name
gregtech:gt.meta.crushedPurifiedTiny:8701, oredict.crushedPurifiedTinyAredrite.name
gregtech:gt.meta.crushedPurifiedTiny:8707, oredict.crushedPurifiedTinyArdite.name
gregtech:gt.meta.crushedPurifiedTiny:8715, oredict.crushedPurifiedTinyYellorium.name
gregtech:gt.meta.crushedPurifiedTiny:8716, oredict.crushedPurifiedTinyBlutonium.name
gregtech:gt.meta.crushedPurifiedTiny:8717, oredict.crushedPurifiedTinyCyanite.name
gregtech:gt.meta.crushedPurifiedTiny:8750, oredict.crushedPurifiedTinyDesh.name
gregtech:gt.meta.crushedPurifiedTiny:8753, oredict.crushedPurifiedTinyDolamide.name
gregtech:gt.meta.crushedPurifiedTiny:8760, oredict.crushedPurifiedTinyAlduorite.name
gregtech:gt.meta.crushedPurifiedTiny:8761, oredict.crushedPurifiedTinyInfuscolium.name
gregtech:gt.meta.crushedPurifiedTiny:8762, oredict.crushedPurifiedTinyRubracium.name
gregtech:gt.meta.crushedPurifiedTiny:8763, oredict.crushedPurifiedTinyMeutoite.name
gregtech:gt.meta.crushedPurifiedTiny:8764, oredict.crushedPurifiedTinyLemurite.name
gregtech:gt.meta.crushedPurifiedTiny:8765, oredict.crushedPurifiedTinyCeruclase.name
gregtech:gt.meta.crushedPurifiedTiny:8766, oredict.crushedPurifiedTinyAtlarus.name
gregtech:gt.meta.crushedPurifiedTiny:8767, oredict.crushedPurifiedTinyOureclase.name
gregtech:gt.meta.crushedPurifiedTiny:8768, oredict.crushedPurifiedTinyKalendrite.name
gregtech:gt.meta.crushedPurifiedTiny:8769, oredict.crushedPurifiedTinyOrichalcum.name
gregtech:gt.meta.crushedPurifiedTiny:8770, oredict.crushedPurifiedTinyCarmot.name
gregtech:gt.meta.crushedPurifiedTiny:8771, oredict.crushedPurifiedTinySanguinite.name
gregtech:gt.meta.crushedPurifiedTiny:8772, oredict.crushedPurifiedTinyVyroxeres.name
gregtech:gt.meta.crushedPurifiedTiny:8773, oredict.crushedPurifiedTinyEximite.name
gregtech:gt.meta.crushedPurifiedTiny:8774, oredict.crushedPurifiedTinyPrometheum.name
gregtech:gt.meta.crushedPurifiedTiny:8775, oredict.crushedPurifiedTinyIgnatius.name
gregtech:gt.meta.crushedPurifiedTiny:8776, oredict.crushedPurifiedTinyVulcanite.name
gregtech:gt.meta.crushedPurifiedTiny:8791, oredict.crushedPurifiedTinyDraconium.name
gregtech:gt.meta.crushedPurifiedTiny:9000, oredict.crushedPurifiedTinyPumice.name
gregtech:gt.meta.crushedPurifiedTiny:9001, oredict.crushedPurifiedTinyDiatomite.name
gregtech:gt.meta.crushedPurifiedTiny:9003, oredict.crushedPurifiedTinyBasalticMineralSand.name
gregtech:gt.meta.crushedPurifiedTiny:9004, oredict.crushedPurifiedTinyGraniticMineralSand.name
gregtech:gt.meta.crushedPurifiedTiny:9005, oredict.crushedPurifiedTinyGarnetSand.name
gregtech:gt.meta.crushedPurifiedTiny:9006, oredict.crushedPurifiedTinyQuartzSand.name
gregtech:gt.meta.crushedPurifiedTiny:9100, oredict.crushedPurifiedTinyRareEarth.name
gregtech:gt.meta.crushedPurifiedTiny:9101, oredict.crushedPurifiedTinyAlmandine.name
gregtech:gt.meta.crushedPurifiedTiny:9102, oredict.crushedPurifiedTinyAndradite.name
gregtech:gt.meta.crushedPurifiedTiny:9103, oredict.crushedPurifiedTinyAsbestos.name
gregtech:gt.meta.crushedPurifiedTiny:9104, oredict.crushedPurifiedTinyHematite.name
gregtech:gt.meta.crushedPurifiedTiny:9105, oredict.crushedPurifiedTinyBauxite.name
gregtech:gt.meta.crushedPurifiedTiny:9106, oredict.crushedPurifiedTinyBrownLimonite.name
gregtech:gt.meta.crushedPurifiedTiny:9107, oredict.crushedPurifiedTinyCalcite.name
gregtech:gt.meta.crushedPurifiedTiny:9108, oredict.crushedPurifiedTinyCassiterite.name
gregtech:gt.meta.crushedPurifiedTiny:9109, oredict.crushedPurifiedTinyCassiteriteSand.name
gregtech:gt.meta.crushedPurifiedTiny:9110, oredict.crushedPurifiedTinyCelestine.name
gregtech:gt.meta.crushedPurifiedTiny:9111, oredict.crushedPurifiedTinyChalcopyrite.name
gregtech:gt.meta.crushedPurifiedTiny:9112, oredict.crushedPurifiedTinyChalk.name
gregtech:gt.meta.crushedPurifiedTiny:9113, oredict.crushedPurifiedTinyChromite.name
gregtech:gt.meta.crushedPurifiedTiny:9114, oredict.crushedPurifiedTinyCinnabar.name
gregtech:gt.meta.crushedPurifiedTiny:9115, oredict.crushedPurifiedTinyCobaltite.name
gregtech:gt.meta.crushedPurifiedTiny:9116, oredict.crushedPurifiedTinyCooperite.name
gregtech:gt.meta.crushedPurifiedTiny:9117, oredict.crushedPurifiedTinyGalena.name
gregtech:gt.meta.crushedPurifiedTiny:9118, oredict.crushedPurifiedTinyGarnierite.name
gregtech:gt.meta.crushedPurifiedTiny:9119, oredict.crushedPurifiedTinyGrossular.name
gregtech:gt.meta.crushedPurifiedTiny:9120, oredict.crushedPurifiedTinyIlmenite.name
gregtech:gt.meta.crushedPurifiedTiny:9121, oredict.crushedPurifiedTinyMagnesite.name
gregtech:gt.meta.crushedPurifiedTiny:9122, oredict.crushedPurifiedTinyMagnetite.name
gregtech:gt.meta.crushedPurifiedTiny:9123, oredict.crushedPurifiedTinyMolybdenite.name
gregtech:gt.meta.crushedPurifiedTiny:9124, oredict.crushedPurifiedTinyPowellite.name
gregtech:gt.meta.crushedPurifiedTiny:9125, oredict.crushedPurifiedTinyPyrite.name
gregtech:gt.meta.crushedPurifiedTiny:9126, oredict.crushedPurifiedTinyPyrolusite.name
gregtech:gt.meta.crushedPurifiedTiny:9127, oredict.crushedPurifiedTinyPyrope.name
gregtech:gt.meta.crushedPurifiedTiny:9128, oredict.crushedPurifiedTinyScheelite.name
gregtech:gt.meta.crushedPurifiedTiny:9129, oredict.crushedPurifiedTinySpessartine.name
gregtech:gt.meta.crushedPurifiedTiny:9130, oredict.crushedPurifiedTinySphalerite.name
gregtech:gt.meta.crushedPurifiedTiny:9131, oredict.crushedPurifiedTinyStibnite.name
gregtech:gt.meta.crushedPurifiedTiny:9132, oredict.crushedPurifiedTinyTetrahedrite.name
gregtech:gt.meta.crushedPurifiedTiny:9133, oredict.crushedPurifiedTinyTungstate.name
gregtech:gt.meta.crushedPurifiedTiny:9134, oredict.crushedPurifiedTinyUraninite.name
gregtech:gt.meta.crushedPurifiedTiny:9135, oredict.crushedPurifiedTinyUvarovite.name
gregtech:gt.meta.crushedPurifiedTiny:9136, oredict.crushedPurifiedTinyWulfenite.name
gregtech:gt.meta.crushedPurifiedTiny:9137, oredict.crushedPurifiedTinyYellowLimonite.name
gregtech:gt.meta.crushedPurifiedTiny:9138, oredict.crushedPurifiedTinyPerlite.name
gregtech:gt.meta.crushedPurifiedTiny:9139, oredict.crushedPurifiedTinyBorax.name
gregtech:gt.meta.crushedPurifiedTiny:9140, oredict.crushedPurifiedTinyPotassiumFeldspar.name
gregtech:gt.meta.crushedPurifiedTiny:9141, oredict.crushedPurifiedTinyBiotite.name
gregtech:gt.meta.crushedPurifiedTiny:9142, oredict.crushedPurifiedTinyChrysotile.name
gregtech:gt.meta.crushedPurifiedTiny:9143, oredict.crushedPurifiedTinyFerrovanadium.name
gregtech:gt.meta.crushedPurifiedTiny:9144, oredict.crushedPurifiedTinyBastnasite.name
gregtech:gt.meta.crushedPurifiedTiny:9145, oredict.crushedPurifiedTinyPentlandite.name
gregtech:gt.meta.crushedPurifiedTiny:9146, oredict.crushedPurifiedTinySpodumene.name
gregtech:gt.meta.crushedPurifiedTiny:9147, oredict.crushedPurifiedTinyPollucite.name
gregtech:gt.meta.crushedPurifiedTiny:9148, oredict.crushedPurifiedTinyTantalite.name
gregtech:gt.meta.crushedPurifiedTiny:9149, oredict.crushedPurifiedTinyLepidolite.name
gregtech:gt.meta.crushedPurifiedTiny:9150, oredict.crushedPurifiedTinyGlauconite.name
gregtech:gt.meta.crushedPurifiedTiny:9151, oredict.crushedPurifiedTinyGlauconiteSand.name
gregtech:gt.meta.crushedPurifiedTiny:9152, oredict.crushedPurifiedTinyVermiculite.name
gregtech:gt.meta.crushedPurifiedTiny:9153, oredict.crushedPurifiedTinyBentonite.name
gregtech:gt.meta.crushedPurifiedTiny:9154, oredict.crushedPurifiedTinyFullersEarth.name
gregtech:gt.meta.crushedPurifiedTiny:9155, oredict.crushedPurifiedTinyPitchblende.name
gregtech:gt.meta.crushedPurifiedTiny:9156, oredict.crushedPurifiedTinyMalachite.name
gregtech:gt.meta.crushedPurifiedTiny:9157, oredict.crushedPurifiedTinyMirabilite.name
gregtech:gt.meta.crushedPurifiedTiny:9158, oredict.crushedPurifiedTinyMica.name
gregtech:gt.meta.crushedPurifiedTiny:9159, oredict.crushedPurifiedTinyTrona.name
gregtech:gt.meta.crushedPurifiedTiny:9160, oredict.crushedPurifiedTinyBarite.name
gregtech:gt.meta.crushedPurifiedTiny:9161, oredict.crushedPurifiedTinyGypsum.name
gregtech:gt.meta.crushedPurifiedTiny:9162, oredict.crushedPurifiedTinyAlunite.name
gregtech:gt.meta.crushedPurifiedTiny:9163, oredict.crushedPurifiedTinyDolomite.name
gregtech:gt.meta.crushedPurifiedTiny:9164, oredict.crushedPurifiedTinyWollastonite.name
gregtech:gt.meta.crushedPurifiedTiny:9165, oredict.crushedPurifiedTinyZeolite.name
gregtech:gt.meta.crushedPurifiedTiny:9166, oredict.crushedPurifiedTinyKyanite.name
gregtech:gt.meta.crushedPurifiedTiny:9167, oredict.crushedPurifiedTinyKaolinite.name
gregtech:gt.meta.crushedPurifiedTiny:9168, oredict.crushedPurifiedTinyTalc.name
gregtech:gt.meta.crushedPurifiedTiny:9169, oredict.crushedPurifiedTinySoapstone.name
gregtech:gt.meta.crushedPurifiedTiny:9174, oredict.crushedPurifiedTinyGraphite.name
gregtech:gt.meta.crushedPurifiedTiny:9180, oredict.crushedPurifiedTinyQuartzite.name
gregtech:gt.meta.crushedPurifiedTiny:9183, oredict.crushedPurifiedTinyEmery.name
gregtech:gt.meta.crushedPurifiedTiny:9192, oredict.crushedPurifiedTinyRutile.name
gregtech:gt.meta.crushedPurifiedTiny:9193, oredict.crushedPurifiedTinyStolzite.name
gregtech:gt.meta.crushedPurifiedTiny:9194, oredict.crushedPurifiedTinyWolframite.name
gregtech:gt.meta.crushedPurifiedTiny:9195, oredict.crushedPurifiedTinyHuebnerite.name
gregtech:gt.meta.crushedPurifiedTiny:9196, oredict.crushedPurifiedTinyRussellite.name
gregtech:gt.meta.crushedPurifiedTiny:9197, oredict.crushedPurifiedTinyPinalite.name
gregtech:gt.meta.crushedPurifiedTiny:9198, oredict.crushedPurifiedTinyDiduraniumTrioxide.name
gregtech:gt.meta.crushedPurifiedTiny:9199, oredict.crushedPurifiedTinyDuraniumHexafluoride.name
gregtech:gt.meta.crushedPurifiedTiny:9200, oredict.crushedPurifiedTinyDuraniumHexachloride.name
gregtech:gt.meta.crushedPurifiedTiny:9201, oredict.crushedPurifiedTinyDuraniumHexabromide.name
gregtech:gt.meta.crushedPurifiedTiny:9202, oredict.crushedPurifiedTinyDuraniumHexaiodide.name
gregtech:gt.meta.crushedPurifiedTiny:9203, oredict.crushedPurifiedTinyDuraniumHexaastatide.name
gregtech:gt.meta.crushedPurifiedTiny:9204, oredict.crushedPurifiedTinyTritaniumDioxide.name
gregtech:gt.meta.crushedPurifiedTiny:9205, oredict.crushedPurifiedTinyTritaniumHexafluoride.name
gregtech:gt.meta.crushedPurifiedTiny:9206, oredict.crushedPurifiedTinyTritaniumHexachloride.name
gregtech:gt.meta.crushedPurifiedTiny:9207, oredict.crushedPurifiedTinyTritaniumHexabromide.name
gregtech:gt.meta.crushedPurifiedTiny:9208, oredict.crushedPurifiedTinyTritaniumHexaiodide.name
gregtech:gt.meta.crushedPurifiedTiny:9209, oredict.crushedPurifiedTinyTritaniumHexaastatide.name
gregtech:gt.meta.crushedPurifiedTiny:9210, oredict.crushedPurifiedTinyBromargyrite.name
gregtech:gt.meta.crushedPurifiedTiny:9211, oredict.crushedPurifiedTinySmithsonite.name
gregtech:gt.meta.crushedPurifiedTiny:9212, oredict.crushedPurifiedTinySperrylite.name
gregtech:gt.meta.crushedPurifiedTiny:9213, oredict.crushedPurifiedTinyKesterite.name
gregtech:gt.meta.crushedPurifiedTiny:9214, oredict.crushedPurifiedTinyStannite.name
gregtech:gt.meta.crushedPurifiedTiny:9780, oredict.crushedPurifiedTinyCheese.name
gregtech:gt.meta.crushedPurifiedTiny:9851, oredict.crushedPurifiedTinyOilsands.name
gregtech:gt.meta.crushedPurifiedTiny:9852, oredict.crushedPurifiedTinyCrudeOil.name
gregtech:gt.meta.crushedCentrifuged:30, oredict.crushedCentrifugedLithium.name
gregtech:gt.meta.crushedCentrifuged:31, oredict.crushedCentrifugedLithium6.name
gregtech:gt.meta.crushedCentrifuged:40, oredict.crushedCentrifugedBeryllium.name
gregtech:gt.meta.crushedCentrifuged:50, oredict.crushedCentrifugedBoron.name
